ENG_NAME,MODE,CO_EI,HC_EI,NOX_EI,SOX_EI,SMOKE_NUM,FUEL_KG/S,ICAO_UID,MODE_SN
PW123D,4,8.6,0,7.4,1,-1,0.0499,-,-1
PW123E,1,3.6,0,10.1,1,-1,0.0746,-,-1
PW123E,2,1.9,0,15.9,1,-1,0.1325,-,-1
PW123E,3,1.9,0,17.7,1,-1,0.1486,-,-1
PW123E,4,8.3,0,7.5,1,-1,0.0509,-,-1
PW124-B,1,3.7,0,9.8,1,-1,0.0763,-,-1
PW124-B,2,2,0,16.2,1,-1,0.1355,-,-1
PW124-B,3,2,0,17.7,1,-1,0.1495,-,-1
PW124-B,4,8.9,0,7,1,-1,0.0505,-,-1
PW125-B,1,3.5,0,10,1,-1,0.0805,-,-1
PW125-B,2,2.1,0,16.1,1,-1,0.1345,-,-1
PW125-B,3,2.1,0,18.1,1,-1,0.1525,-,-1
PW125-B,4,9.2,0,6.9,1,-1,0.0497,-,-1
PW126A,1,3.4,0,10.4,1,-1,0.077,-,-1
PW126A,2,1.9,0,17,1,-1,0.1419,-,-1
PW126A,3,2.1,0,19.2,1,-1,0.1604,-,-1
PW126A,4,8.2,0,7.5,1,-1,0.0509,-,-1
PW127-A,1,3.5,0,9.4,1,-1,0.0817,-,-1
PW127-A,2,2.1,0,15,1,-1,0.1377,-,-1
PW127-A,3,2.1,0,16.8,1,-1,0.1546,-,-1
PW127-A,4,9.3,0,6.6,1,-1,0.0503,-,-1
PW127-C/F/J,1,3.4,0,10.4,1,-1,0.0818,-,-1
PW127-C/F/J,2,1.9,0,16.9,1,-1,0.1474,-,-1
PW127-C/F/J,3,2,0,19.1,1,-1,0.1664,-,-1
PW127-C/F/J,4,8.3,0,7.5,1,-1,0.0525,-,-1
PW127E,1,3.8,0,9.9,1,-1,0.0776,-,-1
PW127E,2,1.9,0,15.5,1,-1,0.1342,-,-1
PW127E,3,1.9,0,17.2,1,-1,0.1503,-,-1
PW127E,4,8.8,0,7.3,1,-1,0.0509,-,-1
PW2037,1,1.95,0.11,9.77,1,10.5,0.458,4PW072,3
PW2037,2,0.34,0.02,23.96,1,10.5,1.307,4PW072,10.5
PW2037,3,0.33,0.02,29.41,1,10.5,1.571,4PW072,6
PW2037,4,22.36,1.92,4.1,1,10.5,0.152,4PW072,1
PW2040,1,1.42,0.1,10.49,1,10.7,0.496,4PW073,3.6
PW2040,2,0.41,0.02,26.62,1,10.7,1.445,4PW073,9.5
PW2040,3,0.32,0.01,35.04,1,10.7,1.752,4PW073,4.5
PW2040,4,19.95,1.65,4.37,1,10.7,0.159,4PW073,1
PW2041,1,2.5,0.16,11,1,-1,0.517,-,-1
PW2041,2,0.2,0.04,29,1,-1,1.536,-,-1
PW2041,3,0.2,0.03,37,1,-1,1.917,-,-1
PW2041,4,23.1,2.23,4.5,1,-1,0.159,-,-1
PW2043,1,1.32,0.09,10.7,1,-1,0.51,-,-1
PW2043,2,0.39,0.02,27.89,1,-1,1.496,-,-1
PW2043,3,0.3,0.01,37.77,1,-1,1.829,-,-1
PW2043,4,19.31,1.56,4.43,1,-1,0.162,-,-1
PW306A,1,0,7.11,11.87,1,3.9,0.0974,7PW077,0
PW306A,2,0,2.51,19.26,1,3.9,0.2641,7PW077,0.8
PW306A,3,0,2.27,20.08,1,3.9,0.3171,7PW077,2.6
PW306A,4,4.36,36.35,4.26,1,3.9,0.0422,7PW077,0.2
PW306B,1,0,7.11,11.87,1,3.9,0.0974,7PW078,0
PW306B,2,0,2.51,19.26,1,3.9,0.2641,7PW078,0.8
PW306B,3,0,2.27,20.08,1,3.9,0.3171,7PW078,2.6
PW306B,4,4.36,36.35,4.26,1,3.9,0.0422,7PW078,0.2
PW308A,1,4.08,0.02,8.03,1,15.1,0.1235,7PW079,2.5
PW308A,2,1.06,0,14.06,1,15.1,0.2991,7PW079,15
PW308A,3,0.83,0,16.74,1,15.1,0.3604,7PW079,15
PW308A,4,38.21,6.62,3.65,1,15.1,0.0445,7PW079,1.7
PW308C,1,5.23,0.14,7.83,1,7.6,0.1237,7PW080,1.4
PW308C,2,0.97,0.1,15.99,1,7.6,0.3047,7PW080,3.9
PW308C,3,0.81,0.09,18.45,1,7.6,0.3669,7PW080,4.8
PW308C,4,42.3,5.94,3.63,1,7.6,0.0448,7PW080,1.3
PW4056,1,2,0.13,11.6,1,7.8,0.658,1PW042,2.34
PW4056,2,0.57,0.01,22.9,1,7.8,1.93,1PW042,7.02
PW4056,3,0.44,0.06,28.1,1,7.8,2.342,1PW042,7.8
PW4056,4,21.86,1.92,4.8,1,7.8,0.208,1PW042,2.34
PW4056 (old comb),1,0.9,0.25,11.6,1,14.3,0.647,1PW041,4.29
PW4056 (old comb),2,0.14,0.17,24.6,1,14.3,1.981,1PW041,12.87
PW4056 (old comb),3,0.08,0.11,32.5,1,14.3,2.449,1PW041,14.3
PW4056 (old comb),4,11.6,0.66,5,1,14.3,0.188,1PW041,4.29
PW4060,1,1.78,0.14,12,1,8.3,0.703,1PW043,2.49
PW4060,2,0.51,0.03,24.7,1,8.3,2.085,1PW043,7.47
PW4060,3,0.37,0.1,32.8,1,8.3,2.647,1PW043,8.3
PW4060,4,20.32,1.66,4.9,1,8.3,0.213,1PW043,2.49
PW4074,1,0.4,0.2,11,1,6.4,0.795,2PW060,0.6
PW4074,2,0.1,0.1,31.5,1,6.4,2.368,2PW060,2.6
PW4074,3,0.1,0.1,38.1,1,6.4,2.899,2PW060,6.4
PW4074,4,21,3.2,4.2,1,6.4,0.228,2PW060,0
PW4074D,1,0.64,0.08,11.88,1,3.38,0.81,3PW063,1.01
PW4074D,2,0.25,0.05,34.48,1,3.38,2.416,3PW063,3.04
PW4074D,3,0.23,0.03,42.35,1,3.38,2.949,3PW063,3.38
PW4074D,4,34.34,5.07,3.81,1,3.38,0.239,3PW063,1.01
PW4077,1,0.4,0.2,11.3,1,7.4,0.816,2PW061,0.6
PW4077,2,0.1,0.1,32.5,1,7.4,2.452,2PW061,3
PW4077,3,0.1,0.1,39.8,1,7.4,3.019,2PW061,7.4
PW4077,4,20.2,3,4.2,1,7.4,0.232,2PW061,0
PW4077D,1,0.6,0.07,12.1,1,3.76,0.835,3PW064,0.9
PW4077D,2,0.25,0.04,35.82,1,3.76,2.507,3PW064,2.9
PW4077D,3,0.22,0.03,44.74,1,3.76,3.082,3PW064,3.8
PW4077D,4,32.62,4.66,3.83,1,3.76,0.244,3PW064,0
PW4084,1,0.4,0.2,12,1,10.5,0.875,2PW062,3.15
PW4084,2,0.1,0.1,35.5,1,10.5,2.689,2PW062,9.45
PW4084,3,0.1,0.1,45,1,10.5,3.411,2PW062,10.5
PW4084,4,18.73,2.7,4.4,1,10.5,0.242,2PW062,3.15
PW4084D,1,0.48,0.06,12.7,1,5.36,0.907,3PW065,1
PW4084D,2,0.24,0.03,39.47,1,5.36,2.771,3PW065,3.1
PW4084D,3,0.18,0.03,53.02,1,5.36,3.511,3PW065,5.4
PW4084D,4,25.74,3.29,4.08,1,5.36,0.258,3PW065,0
PW4090,1,0.44,0.06,13.19,1,7.12,0.957,3PW066,1
PW4090,2,0.23,0.03,42.8,1,7.12,2.977,3PW066,3.4
PW4090,3,0.19,0.03,61,1,7.12,3.898,3PW066,7.1
PW4090,4,20.63,2.3,4.29,1,7.12,0.268,3PW066,0
PW4098,1,0.7,0,14.89,1,9.33,1.075,5PW076,2.4
PW4098,2,0.21,0,36.45,1,9.33,3.245,5PW076,7.9
PW4098,3,0.16,0,51.29,1,9.33,4.138,5PW076,6.7
PW4098,4,6.48,0,7.78,1,9.33,0.321,5PW076,0
PW4152,1,2.29,0.13,11.1,1,7,0.613,1PW045,2.1
PW4152,2,0.62,0.01,21.1,1,7,1.783,1PW045,6.3
PW4152,3,0.5,0.03,25.3,1,7,2.129,1PW045,7
PW4152,4,23.67,2.24,4.8,1,7,0.203,1PW045,2.1
PW4152 (New Comb),1,2.29,0.13,11.1,1,7,0.613,1PW045,2.1
PW4152 (New Comb),2,0.62,0.01,21.1,1,7,1.783,1PW045,6.3
PW4152 (New Comb),3,0.5,0.03,25.3,1,7,2.129,1PW045,7
PW4152 (New Comb),4,23.67,2.24,4.8,1,7,0.203,1PW045,2.1
PW4152 (old Comb),1,1.09,0.15,11.1,1,12.7,0.593,1PW044,3.81
PW4152 (old Comb),2,0.17,0.16,22.7,1,12.7,1.785,1PW044,11.43
PW4152 (old Comb),3,0.12,0.13,26.9,1,12.7,2.177,1PW044,12.7
PW4152 (old Comb),4,12.76,0.74,4.9,1,12.7,0.177,1PW044,3.81
PW4156,1,2,0.13,11.6,1,7.8,0.658,1PW047,2.34
PW4156,2,0.57,0.01,22.9,1,7.8,1.93,1PW047,7.02
PW4156,3,0.44,0.06,28.1,1,7.8,2.342,1PW047,7.8
PW4156,4,21.86,1.92,4.8,1,7.8,0.208,1PW047,2.34
PW4156 (New Comb),1,2,0.13,11.6,1,7.8,0.658,1PW047,2.34
PW4156 (New Comb),2,0.57,0.01,22.9,1,7.8,1.93,1PW047,7.02
PW4156 (New Comb),3,0.44,0.06,28.1,1,7.8,2.342,1PW047,7.8
PW4156 (New Comb),4,21.86,1.92,4.8,1,7.8,0.208,1PW047,2.34
PW4156 (Old Comb),1,0.9,0.25,11.6,1,14.3,0.647,1PW046,4.29
PW4156 (Old Comb),2,0.14,0.17,24.6,1,14.3,1.981,1PW046,12.87
PW4156 (Old Comb),3,0.08,0.11,32.5,1,14.3,2.449,1PW046,14.3
PW4156 (Old Comb),4,11.6,0.66,5,1,14.3,0.188,1PW046,4.29
PW4158,1,1.88,0.14,11.8,1,8.1,0.682,1PW048,2.43
PW4158,2,0.54,0.02,23.7,1,8.1,2.004,1PW048,7.29
PW4158,3,0.4,0.09,30.2,1,8.1,2.481,1PW048,8.1
PW4158,4,20.99,1.78,4.8,1,8.1,0.211,1PW048,2.43
PW4164,1,2.84,0,11.88,1,-1,0.766,1PW081,-1
PW4164,2,0.18,0,18.66,1,-1,2.2,1PW081,-1
PW4164,3,0.19,0,23.87,1,-1,2.668,1PW081,-1
PW4164,4,17.73,0.37,4.99,1,-1,0.24,1PW081,-1
PW4164 (Floatwall),1,1.86,0.16,14.1,1,3.3,0.754,1PW049,0.6
PW4164 (Floatwall),2,0.79,0.04,31.66,1,3.3,2.179,1PW049,2.4
PW4164 (Floatwall),3,0.69,0.03,38.57,1,3.3,2.626,1PW049,3.3
PW4164 (Floatwall),4,26.67,4.46,4.03,1,3.3,0.21,1PW049,0
PW4168,1,2.4,0,12.1,1,12.7,0.809,5PW075,0.6
PW4168,2,0.2,0,20.2,1,12.7,2.363,5PW075,11
PW4168,3,0.1,0,26.9,1,12.7,2.884,5PW075,12.7
PW4168,4,15.9,0.2,5.2,1,12.7,0.25,5PW075,0
PW4168 (Floatwall),1,1.75,0.15,14.66,1,4,0.798,1PW050,0.7
PW4168 (Floatwall),2,0.74,0.04,33.91,1,4,2.327,1PW050,2.6
PW4168 (Floatwall),3,0.72,0.03,42.39,1,4,2.836,1PW050,4
PW4168 (Floatwall),4,23.51,3.29,4.15,1,4,0.221,1PW050,0
PW4168A,1,2.4,0,12.1,1,-1,0.809,4PW082,-1
PW4168A,2,0.2,0,20.2,1,-1,2.363,4PW082,-1
PW4168A,3,0.1,0,26.9,1,-1,2.884,4PW082,-1
PW4168A,4,15.9,0.2,5.2,1,-1,0.25,4PW082,-1
PW4168A (Floatwall),1,1.75,0.15,14.66,1,4,0.798,4PW067,0.7
PW4168A (Floatwall),2,0.74,0.04,33.91,1,4,2.327,4PW067,2.6
PW4168A (Floatwall),3,0.72,0.03,42.39,1,4,2.836,4PW067,4
PW4168A (Floatwall),4,23.51,3.29,4.15,1,4,0.221,4PW067,0
PW4256,1,0.9,0.25,11.6,1,14.3,0.647,1PW051,4.29
PW4256,2,0.14,0.17,24.6,1,14.3,1.981,1PW051,12.87
PW4256,3,0.08,0.11,32.5,1,14.3,2.449,1PW051,14.3
PW4256,4,11.6,0.66,5,1,14.3,0.188,1PW051,4.29
PW4460,1,1.78,0.14,12,1,8.3,0.703,1PW052,2.49
PW4460,2,0.51,0.03,24.7,1,8.3,2.085,1PW052,7.47
PW4460,3,0.37,0.1,32.8,1,8.3,2.647,1PW052,8.3
PW4460,4,20.32,1.66,4.9,1,8.3,0.213,1PW052,2.49
PW4x50,1,2.33,0.19,11.13,1,6.8,0.579,1PW053,2.04
PW4x50,2,0.62,0.1,21.77,1,6.8,1.683,1PW053,6.12
PW4x50,3,0.53,0.09,25.69,1,6.8,2.027,1PW053,6.8
PW4x50,4,36.91,6.8,3.69,1,6.8,0.193,1PW053,2.04
PW4X52 Phase 3,1,2.15,0.17,11.41,1,7.3,0.6,1PW054,0.5
PW4X52 Phase 3,2,0.6,0.1,22.54,1,7.3,1.757,1PW054,4.9
PW4X52 Phase 3,3,0.52,0.08,27.02,1,7.3,2.127,1PW054,7.3
PW4X52 Phase 3,4,34.54,6.02,3.77,1,7.3,0.198,1PW054,0
PW4X56 Phase 3,1,1.89,0.16,11.97,1,8.5,0.643,1PW055,0.6
PW4X56 Phase 3,2,0.56,0.09,24.24,1,8.5,1.912,1PW055,5.8
PW4X56 Phase 3,3,0.48,0.08,30.44,1,8.5,2.351,1PW055,8.5
PW4X56 Phase 3,4,29.96,4.75,3.93,1,8.5,0.208,1PW055,0
PW4X58,1,3.8,0,11.1,1,11.6,0.663,5PW074,0.5
PW4X58,2,0.3,0,18,1,11.6,1.999,5PW074,9
PW4X58,3,0.2,0,22.5,1,11.6,2.496,5PW074,11.6
PW4X58,4,24.3,1.7,4.3,1,11.6,0.212,5PW074,0
PW4X58 Phase 3,1,1.82,0.15,12.25,1,9.1,0.665,1PW056,0.6
PW4X58 Phase 3,2,0.53,0.09,25.22,1,9.1,1.993,1PW056,6.3
PW4X58 Phase 3,3,0.44,0.08,32.51,1,9.1,2.482,1PW056,9.1
PW4X58 Phase 3,4,28.08,4.29,3.99,1,9.1,0.213,1PW056,0
PW4X60 Phase 3,1,1.74,0.15,12.53,1,9.6,0.686,1PW057,0.7
PW4X60 Phase 3,2,0.52,0.08,26.34,1,9.6,2.075,1PW057,6.8
PW4X60 Phase 3,3,0.4,0.08,34.89,1,9.6,2.623,1PW057,9.6
PW4X60 Phase 3,4,25.83,3.73,4.07,1,9.6,0.218,1PW057,0
PW4X62 (X698-20),1,1.68,0.15,12.78,1,10.1,0.708,1PW059,0.7
PW4X62 (X698-20),2,0.51,0.08,27.55,1,10.1,2.166,1PW059,7.4
PW4X62 (X698-20),3,0.38,0.08,37.65,1,10.1,2.767,1PW059,10.1
PW4X62 (X698-20),4,23.96,3.26,4.14,1,10.1,0.223,1PW059,0
PW4X62 (X698-5),1,1.69,0.14,12.2,1,8.4,0.725,1PW058,2.52
PW4X62 (X698-5),2,0.49,0.06,25.7,1,8.4,2.161,1PW058,7.56
PW4X62 (X698-5),3,0.35,0.1,36.3,1,8.4,2.858,1PW058,8.4
PW4X62 (X698-5),4,19.51,1.53,4.9,1,8.4,0.217,1PW058,2.52
PW530,1,29.52,5.09,3.88,1,-1,0.0642,-,-1
PW530,2,4.52,0.51,7.75,1,-1,0.1531,-,-1
PW530,3,9.07,0.7,11.04,1,-1,0.1785,-,-1
PW530,4,108.63,69.73,1.47,1,-1,0.0299,-,-1
PW6122A,1,3.99,0.001,5.95,1,1.32,0.304,7PW083,1.32
PW6122A,2,0.72,0.001,13.4,1,4.35,0.86,7PW083,4.35
PW6122A,3,0.74,0,17.04,1,4.55,1.047,7PW083,4.55
PW6122A,4,24.68,0.006,3.08,1,1.55,0.109,7PW083,1.55
PW6124A,1,3.69,0.001,6.88,1,1.32,0.325,7PW084,1.32
PW6124A,2,0.81,0.002,15.85,1,4.71,0.939,7PW084,4.71
PW6124A,3,0.68,0,21.03,1,5.16,1.169,7PW084,5.16
PW6124A,4,25.19,0.002,3.58,1,1.51,0.114,7PW084,1.51
R-1820,1,384.83,5.57,6.5,0.54,-1,0.0407,-,-1
R-1820,2,435.03,48.49,2.09,0.54,-1,0.1086,-,-1
R-1820,3,531.73,94.68,1.72,0.54,-1,0.1469,-,-1
R-1820,4,474.16,150.56,0,0.54,-1,0.0112,-,-1
RB211-22B,1,20.65,5.96,8.18,1,22.6,0.566,1RR003,12.3
RB211-22B,2,1.68,0.25,26.89,1,22.6,1.546,1RR003,19.8
RB211-22B,3,0.78,0.15,37.33,1,22.6,1.877,1RR003,22.6
RB211-22B,4,88.99,67.75,2.86,1,22.6,0.225,1RR003,4.8
RB211-22B new engine,1,26.38,7.73,8.05,1,8,0.553,1RR002,8
RB211-22B new engine,2,4.14,0.39,25.63,1,12.9,1.542,1RR002,12.9
RB211-22B new engine,3,2.48,0.36,34.32,1,14.7,1.866,1RR002,14.7
RB211-22B new engine,4,93.17,65.37,2.7,1,3.1,0.277,1RR002,3.1
RB211-524,1,2.15,0.1,1.154,1,-1,0.6867,-,-1
RB211-524,2,0.5,0.17,32,1,-1,1.8507,-,-1
RB211-524,3,0.41,0.11,37,1,-1,2.2489,-,-1
RB211-524,4,20.3,3.07,2.68,1,-1,0.2229,-,-1
RB211-524B,1,1.56,0.7,9.8,1,12.3,0.63,1RR005,1.9
RB211-524B,2,0.33,0.26,38.2,1,12.3,1.79,1RR005,9.3
RB211-524B,3,0.7,0.39,52.3,1,12.3,2.21,1RR005,12.3
RB211-524B,4,12.39,1.95,4.2,1,12.3,0.24,1RR005,0.6
RB211-524B Old Comb,1,20,4.98,9.75,1,2.7,0.693,1RR004,2.7
RB211-524B Old Comb,2,2.82,0.4,33,1,13.5,1.939,1RR004,13.5
RB211-524B Old Comb,3,1.83,0.52,47,1,17.9,2.383,1RR004,17.9
RB211-524B Old Comb,4,82.2,50.6,3.53,1,0.9,0.272,1RR004,0.9
RB211-524B2,1,1.56,0.7,9.8,1,12.3,0.63,1RR005,1.9
RB211-524B2,2,0.33,0.26,38.2,1,12.3,1.79,1RR005,9.3
RB211-524B2,3,0.7,0.39,52.3,1,12.3,2.21,1RR005,12.3
RB211-524B2,4,12.39,1.95,4.2,1,12.3,0.24,1RR005,0.6
RB211-524B3,1,1.56,0.7,9.8,1,12.3,0.63,1RR005,1.9
RB211-524B3,2,0.33,0.26,38.2,1,12.3,1.79,1RR005,9.3
RB211-524B3,3,0.7,0.39,52.3,1,12.3,2.21,1RR005,12.3
RB211-524B3,4,12.39,1.95,4.2,1,12.3,0.24,1RR005,0.6
RB211-524B4,1,1.56,0.7,9.8,1,12.3,0.63,1RR005,1.9
RB211-524B4,2,0.33,0.26,38.2,1,12.3,1.79,1RR005,9.3
RB211-524B4,3,0.7,0.39,52.3,1,12.3,2.21,1RR005,12.3
RB211-524B4,4,12.39,1.95,4.2,1,12.3,0.24,1RR005,0.6
RB211-524C2,1,18.9,4.42,10.4,1,14.5,0.74,1RR006,2.2
RB211-524C2,2,1.63,0.22,32.3,1,14.5,2.02,1RR006,10.9
RB211-524C2,3,0.66,0,41.9,1,14.5,2.48,1RR006,14.5
RB211-524C2,4,81,54.2,3.37,1,14.5,0.3,1RR006,0.7
RB211-524D4,1,1.56,0.7,10.63,1,12.3,0.65,1RR008,1.8
RB211-524D4,2,0.34,0.26,43.01,1,12.3,1.91,1RR008,9.2
RB211-524D4,3,1.24,0.59,59.35,1,12.3,2.34,1RR008,12.2
RB211-524D4,4,9.3,1.41,4.41,1,12.3,0.26,1RR008,0.6
RB211-524D4 Old Com,1,16.9,4.8,9.65,1,12.2,0.74,1RR007,1.8
RB211-524D4 Old Com,2,1.18,0.42,41,1,12.2,2.01,1RR007,9.2
RB211-524D4 Old Com,3,0.51,0,56.9,1,12.2,2.51,1RR007,12.2
RB211-524D4 Old Com,4,73.8,46.46,4.11,1,12.2,0.3,1RR007,0.6
RB211-524G,1,1.01,0.37,9.56,1,3.9,0.7,1RR010,1.82
RB211-524G,2,0.43,0.27,40.54,1,3.9,2.08,1RR010,3.62
RB211-524G,3,0.59,0.39,58.71,1,3.9,2.62,1RR010,3.03
RB211-524G,4,13.74,0.89,4.63,1,3.9,0.26,1RR010,0.21
RB211-524G-T,1,1.17,0,9.68,1,5.34,0.74,4RR036,1.83
RB211-524G-T,2,0.14,0.03,21.8,1,5.34,2.1,4RR036,5.23
RB211-524G-T,3,0.16,0,28.43,1,5.34,2.62,4RR036,5.23
RB211-524G-T,4,28.82,3.95,4,1,5.34,0.26,4RR036,0.53
RB211-524H,1,0.99,0.36,10.26,1,3.9,0.71,1RR011,1.82
RB211-524H,2,0.38,0.33,46.31,1,3.9,2.17,1RR011,3.62
RB211-524H,3,0.87,0.34,65.84,1,3.9,2.73,1RR011,3.03
RB211-524H,4,11.75,0.74,4.78,1,3.9,0.26,1RR011,0.21
RB211-524H-T,1,1.05,0,9.91,1,5.34,0.77,4RR037,1.83
RB211-524H-T,2,0.14,0.02,23.19,1,5.34,2.22,4RR037,5.27
RB211-524H-T,3,0.18,0,31.19,1,5.34,2.81,4RR037,5.2
RB211-524H-T,4,26.17,3.31,4.16,1,5.34,0.26,4RR037,0.53
RB211-535C,1,0.48,0.44,6.37,1,8,0.54,1RR012,4.4
RB211-535C,2,0.27,0.14,24.89,1,8,1.47,1RR012,6.98
RB211-535C,3,0.7,0.25,33.71,1,8,1.8,1RR012,8
RB211-535C,4,18.79,1.44,3.44,1,8,0.2,1RR012,1.95
RB211-535C-15,1,0.84,0.44,6.37,1,-1,0.54,-,-1
RB211-535C-15,2,0.27,0.14,24.89,1,-1,1.47,-,-1
RB211-535C-15,3,0.7,0.25,33.71,1,-1,1.8,-,-1
RB211-535C-15,4,18.79,1.44,3.44,1,-1,0.2,-,-1
RB211-535E4,1,1.14,0.04,6.78,1,1.8,0.52,3RR028,0.96
RB211-535E4,2,0.5,0.01,32.06,1,1.8,1.51,3RR028,1.84
RB211-535E4,3,0.77,0,44.88,1,1.8,1.86,3RR028,1.73
RB211-535E4,4,13.31,0.37,3.46,1,1.8,0.18,3RR028,0.5
RB211-535E4 PHASE 5,1,2.72,0.04,8.38,1,7.3,0.52,5RR038,0.6
RB211-535E4 PHASE 5,2,0.29,0,17.56,1,7.3,1.5,5RR038,6.8
RB211-535E4 PHASE 5,3,0.26,0.03,22.31,1,7.3,1.85,5RR038,7.3
RB211-535E4 PHASE 5,4,20.33,0.27,4.4,1,7.3,0.18,5RR038,0.46
RB211-535E4B,1,2.43,0.05,8.65,1,7.3,0.55,5RR039,0.6
RB211-535E4B,2,0.26,0,19.3,1,7.3,1.64,5RR039,6.8
RB211-535E4B,3,0.33,0.07,25.88,1,7.3,2.07,5RR039,7.3
RB211-535E4B,4,18.24,0.14,4.58,1,7.3,0.19,5RR039,0.46
RB211-535E4B old com,1,1.05,0.03,7.35,1,1.84,0.55,3RR034,0.96
RB211-535E4B old com,2,0.6,0,36.82,1,1.84,1.65,3RR034,1.84
RB211-535E4B old com,3,0.94,0.01,54.46,1,1.84,2.08,3RR034,1.73
RB211-535E4B old com,4,11.76,0.28,3.52,1,1.84,0.19,3RR034,0.5
RB211-535E4B PHASE5,1,2.43,0.05,8.65,1,7.3,0.55,5RR039,0.6
RB211-535E4B PHASE5,2,0.26,0,19.3,1,7.3,1.64,5RR039,6.8
RB211-535E4B PHASE5,3,0.33,0.07,25.88,1,7.3,2.07,5RR039,7.3
RB211-535E4B PHASE5,4,18.24,0.14,4.58,1,7.3,0.19,5RR039,0.46
RB401-6,1,6.5,0.2,5,1,-1,0.0976,-,-1
RB401-6,2,1.3,0.0502,11.3,1,-1,0.2684,-,-1
RB401-6,3,1,0.05,12.5,1,-1,0.3024,-,-1
RB401-6,4,30.5,2.8,2.5,1,-1,0.0416,-,-1
RDA10,1,23.2,0,2.2,1,-1,0.07893,-,-1
RDA10,2,3,0,3.9,1,-1,0.17,-,-1
RDA10,3,2.2,0,4.3,1,-1,0.213,-,-1
RDA10,4,41.4,8.9,1.6,1,-1,0.0526,-,-1
RDa7,1,33.3,3,0.9,1,-1,0.08142,-,-1
RDa7,2,3.5,1.1,4.5,1,-1,0.157,-,-1
RDa7,3,3.2,1,5.6,1,-1,0.178,-,-1
RDa7,4,91.4,23.9,0.7,1,-1,0.0517,-,-1
RR SPEY-MK555,1,5.78,0.33,5.05,1,27.97,0.221,4RR035,24.39
RR SPEY-MK555,2,2.08,0.22,13.06,1,27.97,0.593,4RR035,26.4
RR SPEY-MK555,3,1.54,0.15,17.33,1,27.97,0.735,4RR035,27.97
RR SPEY-MK555,4,31.16,3.41,2.23,1,27.97,0.0964,4RR035,8.09
RR SPEY-MK555-15,1,20,8.2,5.85,1,-1,0.2197,-,-1
RR SPEY-MK555-15,2,0,0.53,14.69,1,-1,0.5893,-,-1
RR SPEY-MK555-15,3,1.1,5.15,19.04,1,-1,0.7225,-,-1
RR SPEY-MK555-15,4,90.9,94,1.7,1,-1,0.115,-,-1
SPEY MK511,1,2.65,0.18,7.2,1,21.9,0.278,1RR016,12.94
SPEY MK511,2,0.63,0.12,17.3,1,21.9,0.726,1RR016,20.79
SPEY MK511,3,0.12,0.09,22.7,1,21.9,0.891,1RR016,21.92
SPEY MK511,4,31.77,3.69,3.6,1,21.9,0.127,1RR016,6.94
SPEY MK511 New Comb,1,2.65,0.18,7.2,1,21.9,0.278,1RR016,12.94
SPEY MK511 New Comb,2,0.63,0.12,17.3,1,21.9,0.726,1RR016,20.79
SPEY MK511 New Comb,3,0.12,0.09,22.7,1,21.9,0.891,1RR016,21.92
SPEY MK511 New Comb,4,31.77,3.69,3.6,1,21.9,0.127,1RR016,6.94
SPEY MK511 old Comb,1,20.3,7.23,7.94,1,66.2,0.279,1RR015,19.86
SPEY MK511 old Comb,2,2.06,1.32,19.18,1,66.2,0.726,1RR015,59.58
SPEY MK511 old Comb,3,1.81,0.98,23.27,1,66.2,0.889,1RR015,66.2
SPEY MK511 old Comb,4,97.96,56.73,1.48,1,66.2,0.119,1RR015,19.86
SPEY MK511-8,1,2.65,0.18,7.2,1,-1,0.278,-,-1
SPEY MK511-8,2,0.63,0.12,17.3,1,-1,0.726,-,-1
SPEY MK511-8,3,0.12,0.09,22.7,1,-1,0.891,-,-1
SPEY MK511-8,4,31.77,3.69,3.6,1,-1,0.127,-,-1
SPEY MK555 HP F.Pump,1,3.7,0.29,6.8,1,25.8,0.221,1RR018,17
SPEY MK555 HP F.Pump,2,0.7,0.15,16.5,1,25.8,0.592,1RR018,25.33
SPEY MK555 HP F.Pump,3,0.3,0.29,21.9,1,25.8,0.735,1RR018,23.73
SPEY MK555 HP F.Pump,4,29.3,1.86,3.7,1,25.8,0.096,1RR018,7.05
SPEY MK555 original,1,22.22,6.97,5.92,1,-1,0.222,1RR017,19.86
SPEY MK555 original,2,0,1.6,14.64,1,-1,0.589,1RR017,59.58
SPEY MK555 original,3,0.44,0.88,18.92,1,-1,0.72,1RR017,66.2
SPEY MK555 original,4,88.23,92.74,1.83,1,-1,0.115,1RR017,19.86
T400-CP-400,1,5.76,0.28,4.3,0.54,-1,0.03247,-,-1
T400-CP-400,2,0.88,0.13,6.02,0.54,-1,0.04578,-,-1
T400-CP-400,3,0.88,0.13,6.02,0.54,-1,0.04578,-,-1
T400-CP-400,4,1.01,0.13,5.79,0.54,-1,0.04362,-,-1
T53-L-11D,1,37.79,13.57,2.53,0.54,-1,0.028,-,-1
T53-L-11D,2,3.34,0.26,6.34,0.54,-1,0.0863,-,-1
T53-L-11D,3,3.85,0.27,7.75,0.54,-1,0.0869,-,-1
T53-L-11D,4,31.51,58.09,1.58,0.54,-1,0.0183,-,-1
T53-L-13,1,37.79,15.75,2.53,0.54,-1,0.028,-,-1
T53-L-13,2,3.34,0.3,6.34,0.54,-1,0.0863,-,-1
T53-L-13,3,3.85,0.32,7.75,0.54,-1,0.0869,-,-1
